# 05 主機板 MB  (報價日期 2026/9/21 14:51)
# price	id	flags	name

## Intel W680 工作站級 (1700腳位/DDR5)
2390	55	任搭折90	｛華擎 B760M-HDV/M.2 D4｝M-ATX/LAN 1G/註四年/5+1+1相

## Intel B760 / 1700腳位(DDR5)-12~14代皆支援
3090	57		｛華碩 B760M-AYW WIFI｝M-ATX/2.5G+無線/註五年/2DIMM/8相 *保固升級
2990	58	任搭折90	｛華碩 PRIME B760M-F-CSM｝M-ATX/LAN 1G/註四年/2DIMM/8相
2590	59	裝機價	裝機價｛華碩 PRIME B760M-F-CSM｝M-ATX/LAN 1G/註四年/2DIMM/8相
2990	60	任搭折90	｛華碩 PRIME B760M-K-CSM｝M-ATX/2.5G/註四年/2DIMM/8相
3190	61		｛華碩 PRIME B760M-A-CSM｝M-ATX/2.5G/註四年/8相
3990	62		｛華碩 PRIME B760M-A WIFI-CSM｝M-ATX/2.5G+無線/註四年/10相
4490	63		｛華碩 TUF GAMING B760M-PLUS WIFI II｝M-ATX/2.5G+無線/12+1相
4590	64		｛華碩 TUF GAMING B760-PLUS WIFI｝/ATX/2.5G+無線/註五年/12+1相
2990	65	任搭折90	｛技嘉 B760M E｝M-ATX/GE LAN/註四年保/2DIMM/6+1+1相
2990	66	任搭折400	｛技嘉 B760M H V2｝M-ATX/LAN 1G/註四年/2DIMM/5+1+1相
3990	67	任搭折100	｛技嘉 B760M DS3H GEN5｝M-ATX/2.5G/註四年保/6+2+1相
4490	68	任搭折500	｛技嘉 B760M DS3H WIFI6E GEN5｝M-ATX/2.5G+無線/註四年保/6+2+1相
3690	69	熱賣 任搭折100	｛技嘉 B760M DS3H AX｝M-ATX/2.5G+無線/註四年保/6+2相 *尾盤
3690	70	任搭折200	｛技嘉 B760M GAMING WIFI6 PLUS GEN5｝M-ATX/2.5G+無線/註五年/6+2+1相
4990	71	任搭折500	｛技嘉 B760M GAMING X WIFI6E GEN5｝M-ATX/2.5G+無線/註五年/8+1+1相
5290	72	任搭折500	｛技嘉 B760M AORUS ELITE AX｝M-ATX/2.5G+無線/註五年/12+1+1相
5990	73	熱賣 任搭折500	｛技嘉 B760M AORUS ELITE WIFI6E-P GEN5｝雕妹/M-ATX/2.5G+無線/12+1+1相
2690	74	任搭折100	｛微星 PRO B760M-E｝M-ATX/LAN 1G/註四年/2DIMM/6+1+1相
2790	75		｛微星 PRO B760M-B｝M-ATX/2.5G/註四年/2DIMM/6+1相
3190	76	任搭折100	｛微星 PRO B760M-P｝M-ATX/LAN 1G/註四年/4DIMM/8相
3890	77		｛微星 PRO B760M-A WIFI｝M-ATX/2.5G+無線/註四年/14相
2890	78		｛微星 B760M BOMBER｝M-ATX/2.5G/註四年/2DIMM/8相
3490	79		｛微星 B760M BOMBER WIFI｝M-ATX/2.5G+無線/註四年/2DIMM/6+1+1相
3690	80		｛微星 B760M GAMING WIFI｝M-ATX/2.5G+無線/註五年/2DIMM/6+1相
4090	81	任搭折100	｛微星 B760M GAMING PLUS WIFI｝M-ATX/2.5G+無線/註五年/12+1+1相
4290	82	任搭折200	｛微星 B760 GAMING PLUS WIFI｝/ATX/2.5G+無線/註五年/12+1+1相
2390	83		｛華擎 B760M-HDV/M.2｝M-ATX/2.5G/註四年/7+1+1相
3890	84		｛華擎 B760M PG LIGHTNING｝M-ATX/2.5G/註五年/7+1+1相
4190	85		｛華擎 B760M Steel Legend WiFi｝M-ATX/2.5G+無線/12+1+1相.支援eDP

## Intel Z790 / 1700腳位(DDR4)-12~14代皆支援
6490	87	任搭折190	｛華碩 PRIME Z790-P D4-CSM｝/ATX/2.5G/註四年/14+1相

## Intel Z790 / 1700腳位(DDR5)-12~14代皆支援
6490	89		｛華碩 PRIME Z790-P WIFI-CSM｝/ATX/2.5G+無線/註四年/14+1相
5590	90		｛微星 PRO Z790-P WIFI｝/ATX/2.5G+無線/註四年/14+1+1相

## Intel H810 / 1851腳位(DDR5)
3090	92	任搭折100	｛華碩 PRIME H810M-K-CSM｝M-ATX/LAN 1G/註四年/2DIMM/6+1+1+1相
3190	93		｛華碩 PRIME H810M-E-CSM｝M-ATX/LAN 1G/註四年/2DIMM/6+1+1+1相
2990	94		｛技嘉 H810M K GEN5｝M-ATX/LAN 1G/註四年/2DIMM/3+1+2相
3190	95	任搭折100	｛技嘉 H810M H｝M-ATX/LAN 1G/註四年/2DIMM/4+1+2相
3190	96	任搭折100	｛技嘉 H810M H GEN5｝M-ATX/LAN 1G/註四年/2DIMM/4+1+2相
2890	97	任搭折90	｛微星 PRO H810M-E｝M-ATX/2.5G/註四年/2DIMM/4+1+1+1相
3290	98	任搭折100	｛微星 PRO H810M-B｝M-ATX/2.5G/註四年/2DIMM/6+1+1+1相
3590	99		｛微星 PRO H810M-B WIFI6E｝M-ATX/2.5G+無線/註四年/2DIMM/6+1+1+1相
3890	100	任搭折90	｛微星 H810M GAMING WIFI6E｝M-ATX/2.5G+Wi-Fi 6E/註四年/2DIMM/6+1+1+1相
2290	101		｛華擎 H810M-H｝M-ATX/LAN 1G/註四年/2DIMM/6+1+1+1+1相

## Intel B860 / 1851腳位(DDR5)
3390	104		｛華碩 B860M-E-CSM｝M-ATX/2.5G/註四年/2DIMM/6+1+1+1相 *活動到9/30
3990	105	熱賣	｛華碩 B860M AYW GAMING WIFI｝M-ATX/2.5G+無線/註五年/2DIMM/6+1+1+1相/獨家
3990	106	任搭折90	｛華碩 PRIME B860M-K-CSM｝M-ATX/2.5G/註四年/2DIMM/6+1+1+1相
4690	107		｛華碩 PRIME B860M-A-CSM｝M-ATX/2.5G/註四年/7+1+1+1相
5090	108		｛華碩 PRIME B860M-A WIFI-CSM｝M-ATX/2.5G+無線/註四年/7+1+1+1相 *活動到9/30
4990	109	任搭折100	｛華碩 B860M MAX GAMING AX｝M-ATX/2.5G+無線/註五年/6+1+1+1相 *活動到9/30
6490	110		｛華碩 TUF GAMING B860M-PLUS WIFI｝M-ATX/2.5G+Wi-Fi7/註五年/12+1+2+1相
6990	111	任搭折100	｛華碩 TUF GAMING B860-PLUS WIFI｝/ATX/2.5G+Wi-Fi7/註五年/12+1+2+1相
6990	112		｛華碩 ROG STRIX B860-G GAMING WIFI｝M-ATX/2.5G+Wi-Fi7/14+1+2+1相*9/30止
7690	113		｛華碩 ROG STRIX B860-A GAMING WIFI S｝吹雪/ATX/2.5G+Wi-Fi7/14+1+2+1相
8490	114	任搭折190	｛華碩 ROG STRIX B860-F GAMING WIFI｝/ATX/2.5G+Wi-Fi7/16+1+2+1相*活動到9/30
3590	115		｛技嘉 B860M H｝M-ATX/2.5G/註四年/2DIMM/4+1+2相
3990	116	任搭折500	｛技嘉 B860M EAGLE V2｝M-ATX/2.5G/註四年/2DIMM/6+1+2相
4990	117	任搭折500	｛技嘉 B860M GAMING WIFI6｝M-ATX/2.5G+無線/註五年/8+1+2相
5390	118	任搭折500	｛技嘉 B860M GAMING X WIFI6E｝M-ATX/2.5G+無線/註五年/8+1+2相
6490	119	熱賣 任搭折500	｛技嘉 B860M AORUS ELITE WIFI6E｝M-ATX/2.5G+無線/註五年/12+1+2相*獨家
6490	120	熱賣 任搭折500	｛技嘉 B860M AORUS ELITE WIFI6E ICE｝冰魄白 M-ATX/2.5G+無線/12+1+2相*獨家
6490	121	任搭折500	｛技嘉 B860 EAGLE WIFI6E｝/ATX/2.5G+無線/註四年/12+1+2相
6790	122	任搭折500	｛技嘉 B860 GAMING X WIFI6E｝/ATX/2.5G+無線/註五年/12+1+2相
7990	123	任搭折500	｛技嘉 B860 AORUS ELITE WIFI7 ICE｝/ATX/2.5G+Wi-Fi7/註五年/12+1+2相
6490	124	任搭折190	｛微星 MPG B860I EDGE TI WIFI｝Mini-ITX/Intel 5G+Wi-Fi7/註五年/8+1+1+1相
3390	125		｛微星 PRO B860M-E｝M-ATX/5G/註四年/2DIMM/6+1+1+1相
3690	126	熱賣	｛微星 PRO B860M-X｝M-ATX/5G/註四年/2DIMM/8+2+1相.獨家
3690	127		｛微星 PRO B860M-B｝M-ATX/5G/註四年/2DIMM/6+1+1+1相 *尾盤
4490	128	任搭折90	｛微星 PRO B860M-B WIFI｝M-ATX/5G+Wi-Fi7/註四年/2DIMM/6+1+1+1相
4690	129	任搭折90	｛微星 B860M GAMING WIFI｝M-ATX/2.5G+Wi-Fi7/註五年/8+1+1+1相
6190	130	任搭折190	｛微星 B860M GAMING PLUS WIFI｝M-ATX/Intel 5G+Wi-Fi7/註五年/12+1+1+1相
6690	131	任搭折190	｛微星 MAG B860M MORTAR WIFI｝M-ATX/Intel 5G+Wi-Fi7/註五年/12+1+1+1相
5090	132	任搭折190	｛微星 PRO B860-P｝/ATX/5G/註四年/12+1+1+1相
5590	133	任搭折190	｛微星 PRO B860-P WIFI｝/ATX/5G/註四年/12+1+1+1相
6590	134	任搭折190	｛微星 B860 GAMING PLUS WIFI｝/ATX/Intel 5G+Wi-Fi7/註五年/12+1+1+1相
6990	135	熱賣 任搭折500	｛微星 MAG B860 TOMAHAWK WIFI｝/ATX/Intel 5G+Wi-Fi7/註五年/12+1+1+1相
4990	136	任搭折90	｛華擎 B860I WiFi｝Mini-ITX/2.5G+無線/註五年/8+1+1相
2990	137		｛華擎 B860M-H2｝M-ATX/LAN 1G/註四年/2DIMM/5+1+1+1+1相
4190	138		｛華擎 B860M Rock WiFi｝M-ATX/2.5G+無線/註五年/2DIMM/5+1+1+1+1相
4690	139		｛華擎 B860M LiveMixer WiFi｝M-ATX/2.5G+無線/註五年/10+1+1+1相
4990	140	任搭折100	｛華擎 B860M-X WiFi｝M-ATX/2.5G+無線/註五年/2DIMM/7+1+1+1+1相
5990	141	任搭折100	｛華擎 B860M Pro RS WiFi｝M-ATX/2.5G+無線/註五年/10+1+1+1+1相
5490	142	任搭折90	｛華擎 B860M Steel Legend WiFi｝M-ATX/2.5G+無線/註五年/12+1+1+1相
4390	143		｛華擎 B860 Rock WiFi 7｝/ATX/2.5G+Wi-Fi7/註五年/8+1+1+1+1相
8290	144	任搭折190	｛華擎 B860 Steel Legend WiFi｝/ATX/2.5G+無線/註五年/14+1+1+1相

## Intel Z890 / 1851腳位(DDR5)
6990	147		｛華碩 Z890 MAX GAMING WIFI7｝/ATX/2.5G+Wi-Fi7/12+1+2+1相 *活動到9/30
7490	148		｛華碩 PRIME Z890-P WIFI-CSM｝/ATX/2.5G+Wi-Fi7/註四年/14+1+2相 *活動到9/30
8990	149	熱賣	｛華碩 Z890 AYW GAMING WIFI W｝/ATX/2.5G+無線/註五年/白色/12+1+2相.獨家
12990	150	任搭折100	｛華碩 ROG STRIX Z890-A GAMING WIFI｝/ATX/2.5G+Wi-Fi7/銀白版/16+1+2相
14990	151	任搭折100	｛華碩 ROG STRIX Z890-F GAMING WIFI｝/ATX/2.5G+Wi-Fi7/16+1+2相
15990	152	任搭折100	｛華碩 ProArt Z890-CREATOR WIFI｝/ATX/Marvell10G+2.5G+Wi-Fi7/16+1+2相
20990	153	熱賣 任搭折100	｛華碩 ROG MAXIMUS Z890 HERO｝/ATX/5G+2.5G+Wi-Fi7/22+1+2+2相
11990	154	任搭折1000	｛技嘉 Z890I AORUS ULTRA｝Mini-ITX/2.5G+Wi-Fi7+註五年/8+1+2相
6890	155	任搭折1000	｛技嘉 Z890M GAMING X｝M-ATX/2.5G/註五年/8+1+2相
7990	156	任搭折1000	｛技嘉 Z890M FORCE DUO X WIFI7｝M-ATX/5G+Wi-Fi7/註五年/12+1+2相
6990	157	任搭折100	｛技嘉 Z890 UD WIFI6E｝/ATX/2.5G+無線/註四年/14+1+2相
7990	158	任搭折1000	｛技嘉 Z890 EAGLE WIFI7｝/ATX/2.5G+Wi-Fi7/註四年/14+1+2相 *售完為止
8290	159	任搭折190	｛技嘉 Z890 EAGLE WIFI7 PLUS｝/ATX/2.5G+Wi-Fi7/註四年/14+1+2相
9290	160	任搭折1000	｛技嘉 Z890 GAMING X WIFI7｝/ATX/2.5G+Wi-Fi7/註五年/16+1+2相
9990	161		｛技嘉 Z890 AORUS ELITE WIFI7｝/ATX/2.5G+Wi-Fi7/註五年/16+1+2相
9990	162	任搭折1000	｛技嘉 Z890 AORUS ELITE WIFI7 PLUS｝/ATX/5G+2.5G+Wi-Fi7/註五年/16+1+2相
9490	163	熱賣 任搭折1000	｛技嘉 Z890 AORUS ELITE WIFI7 ICE｝冰魄白/ATX/2.5G+Wi-Fi7/16+1+2相-獨家
11490	164	任搭折1000	｛技嘉 Z890 AORUS ELITE DUO X｝/ATX/5G+Wi-Fi7/註五年/2DIMM/16+1+2相.XMP Booster
12990	165	任搭折1000	｛技嘉 Z890 AORUS PRO ICE｝冰魄白/ATX/5G+Wi-Fi7/註五年/16+1+2相
12990	166	任搭折1000	｛技嘉 Z890 AERO G｝/ATX/2*2.5G+Wi-Fi7/註五年/16+1+2相
17990	167	任搭折1000	｛技嘉 Z890 AORUS MASTER｝/ATX/10G+Wi-Fi7/註五年/18+1+2相
33900	168	任搭折1000	｛技嘉 Z890 AORUS XTREME AI TOP(E-ATX/2*10G+Wi-Fi7/22+1+2相
11590	169	任搭折290	｛微星 MPG Z890I EDGE TI WIFI｝Mini-ITX/Killer 5G+Wi-Fi7/註五年/10+1+1+1相
7490	170	任搭折190	｛微星 PRO Z890-S WIFI｝/ATX/2.5G+Wi-Fi7/註四年/12+1+1+1相
7490	171	熱賣 任搭折190	｛微星 PRO Z890-S WIFI WHITE｝/ATX/2.5G+Wi-Fi7/雪白版/12+1+1+1相
7990	172	任搭折190	｛微星 PRO Z890-S WIFI PZ｝背插/ATX/2.5G+Wi-Fi7/銀/12+1+1+1相
8490	173	任搭折190	｛微星 PRO Z890-P WIFI｝/ATX/5G+Wi-Fi7/註四年/14+1+1+1相
8990	174	任搭折190	｛微星 PRO Z890-A WIFI｝/ATX/5G+Wi-Fi7/註四年/16+1+1+1相
9990	175	任搭折290	｛微星 Z890 GAMING PLUS WIFI｝/ATX/Killer 5G+Wi-Fi7/註五年/14+1+1+1相
10990	176	任搭折290	｛微星 MAG Z890 TOMAHAWK WIFI｝/ATX/Killer 5G+Wi-Fi7/16+1+1+1相*獨家
13490	177	任搭折290	｛微星 MPG Z890 EDGE TI WIFI｝/ATX/Killer 5G+Wi-Fi7/註五年/16+1+1+1相
15990	178	任搭折290	｛微星 MPG Z890 CARBON WIFI｝/ATX/Killer5G+Intel2.5G+Wi-Fi7/註五年/20+1+1+1相
18990	179	任搭折290	｛微星 MEG Z890 UNIFY-X｝/ATX/Killer5G+Wi-Fi7/註五年/20+2+1+1相
11990	180	熱賣	[加購] 9/15前 買微星 Z890 UNIFY-X+加購威剛 32GB DDR5-5600 CL46(售價$14999)只要~
19990	181	任搭折100	｛微星 MEG Z890 ACE｝/ATX/10G+Wi-Fi7/註五年/24+2+1+1相
11990	182	熱賣	[加購] 9/15前 買微星 Z890 ACE+加購威剛 32GB DDR5-5600 CL46(售價$14999)只要~
35990	183	任搭折300	｛微星 MEG Z890 GODLIKE｝E-ATX/10G+Killer 5G+Wi-Fi7/註五年/26+2+1相
11890	184	任搭折100	｛華擎 Z890I Nova WiFi｝Mini-ITX/5G+Wi-Fi7/註五年/12+1+1+1+1相
7990	185	任搭折100	｛華擎 Z890M Riptide WiFi｝M-ATX/Killer 2.5G+無線/註五年/16+1+1相
5990	186	任搭折100	｛華擎 Z890 Pro-A WiFi｝/ATX/2.5G+無線/註五年/16+1+1相
12990	187	任搭折100	｛華擎 Z890 Nova WiFi｝/ATX/5G+Killer 2.5G+Wi-Fi7/註五年/20+1+2相
13990	188		｛華擎 Z890 Taichi Lite｝/ATX/5G+Dragon 2.5G+Wi-Fi7/註五年/20+1+2相
14990	189	任搭折100	｛華擎 Z890 Taichi｝/ATX/5G+Dragon 2.5G+Wi-Fi7/註五年/20+1+2相

## Intel H110 & H310 / 1151腳位(DDR4)
2990	191		｛華碩 H110M-K｝M-ATX/1A1D/U3/LAN 1G/全固/註四年/D-SUB+DVI輸出
2990	192		｛華碩 PRIME H310M-K｝M-ATX/1A1D/LAN 1G/註四年D-SUB+DVI輸出

## AMD A520 / AM4腳位(DDR4)
2090	194	熱賣 任搭折50	｛華碩 PRIME A520M-K/CSM｝M-ATX/1A1H/LAN 1G/註四年/D-SUB+HDMI輸出/6相
2090	195		｛技嘉 A520M K V2｝M-ATX/1A1H/LAN 1G/註四年/2DIMM/D-SUB+HDMI輸出/6+1相
2090	196		｛技嘉 A520M H ARGB｝M-ATX/LAN 1G/註四年/2DIMM/HDMI+Display輸出/6+1相
1990	197		｛微星 A520M-A PRO｝M-ATX/1D1H/LAN 1G/註四年/2DIMM/DVI+HDMI輸出/6相
3390	198		｛華擎 A520M-ITX/ac｝Mini-ITX/1H1P/LAN 1G/ac+BT/註四年/HDMI+Display輸出/8相
1650	199		｛華擎 A520M-HVS｝M-ATX/1A1H/Realtek LAN/註四年/D-SUB+HDMI輸出/6相

## AMD B550 / AM4腳位(DDR4)
2690	201		｛華碩 PRIME B550M-K ARGB-CSM｝M-ATX/LAN 1G/2DIMM/註四年/4+2相
2490	202	熱賣 裝機價	裝機價｛華碩 PRIME B550M-K ARGB-CSM｝M-ATX/LAN 1G/2DIMM/註四年/4+2相
2790	203		｛華碩 PRIME B550M-K/CSM｝M-ATX/LAN 1G/註四年/4DIMM/4+2相
2890	204	任搭折100	｛華碩 PRIME B550M-K WIFI｝M-ATX/LAN 1G+Wi-Fi 6/註四年/2DIMM/4+2相
7380	205		[合購優惠] 華碩 PRIME B550M-K WIFI + AMD R5 5600X MPK【6核/12緒】
3390	206	任搭折100	｛華碩 TUF GAMING B550M-PLUS｝M-ATX/1H1P/2.5G/註五年/8+2相
3790	207	任搭折100	｛華碩 TUF GAMING B550M-PLUS WIFI II｝M-ATX/R 2.5G+Wi-Fi 6/註五年/8+2相
2490	208	任搭折100	｛技嘉 B550M H ARGB｝M-ATX/LAN 1G/註四年/2DIMM/4+2相
2690	209	熱賣	｛技嘉 B550M K｝M-ATX/1H1P/LAN 1G/註四年/4DIMM/4+2相
2990	210		｛技嘉 B550M AORUS ELITE｝M-ATX/1D1H/LAN 1G/註五年/5+3相
3690	211	任搭折190	｛技嘉 B550M GAMING X WIFI6｝M-ATX/LAN 1G+無線/註五年/5+3相
2390	212		｛微星 B550M-A PRO｝M-ATX/1D1H/LAN 1G/註四年/2DIMM/4+2相*尾盤
2690	213	任搭折190	｛微星 PRO B550M-B｝M-ATX/LAN 1G/註四年/2DIMM/4+2相
2790	214		｛微星 PRO B550M-P｝M-ATX/LAN 1G/註四年/4DIMM/4+2+1相
3090	215		｛微星 PRO B550M-P WIFI6E｝M-ATX/LAN 1G+無線/註四年/4DIMM/4+2+1相
3390	216		｛微星 B550M PRO-VDH WIFI｝M-ATX/Realtek LAN+ac/註四年/4+2+1相
3990	217		｛微星 B550M GAMING PLUS WIFI6E｝M-ATX/LAN 1G+無線/註五年/4+2+1相
3990	218	任搭折100	｛華擎 B550M-ITX/ac｝ITX/1H1P/LAN 1G/ac+BT/註四年/8相

## AMD A620 / AM5腳位(DDR5)
4790	220		｛華擎 A620AI WiFi｝Mini-ITX/2.5G+無線/2DIMM/HDMI輸出/8+2+1相
2590	221		｛華擎 A620AM-HVS｝M-ATX/LAN 1G/註四年/2DIMM/D-SUB+HDMI輸出/4+1+1相

## AMD B650E & B650 / AM5腳位(DDR5)
3090	223	任搭折100	｛華碩 PRIME B650M-F-CSM｝M-ATX/LAN 1G/註四年/2DIMM/9相
2790	224	裝機價 任搭折100	裝機價｛華碩 PRIME B650M-F-CSM｝M-ATX/LAN 1G/註四年/2DIMM/9相
3090	225		｛華碩 PRIME B650M-R-CSM｝M-ATX/Realtek 2.5G/註四年/2DIMM/8+1相
4290	226		｛華碩 TUF GAMING B650M-E WIFI｝M-ATX/2.5G+無線/註五年/8+2+1相*活動到9/30
4390	227	熱賣	｛華碩 TUF GAMING B650M-PLUS｝M-ATX/2.5G/註五年/12+2+2相 獨家*活動到9/30
4690	228		｛華碩 TUF GAMING B650M-PLUS WIFI｝M-ATX/2.5G+無線/註五年/12+2+2相
4690	229		｛華碩 TUF GAMING B650-E WIFI｝/ATX/2.5G+無線/註五年/8+2+2相*活動到9/30
4990	230	任搭折100	｛華碩 TUF GAMING B650-PLUS WIFI｝/ATX/2.5G+無線/12+2相*活動到9/30
5490	231		｛華碩 ROG STRIX B650-A GAMING WIFI｝/ATX/Intel2.5G+無線/12+2+1相
2990	232		｛技嘉 B650M H｝M-ATX/LAN 1G/註四年/2DIMM/5+2+2相
4490	233	熱賣 任搭折90	｛技嘉 B650EM FORCE WIFI6E｝M-ATX/2.5G+無線/註五年/8+2+2相
4990	234	任搭折100	｛技嘉 B650E EAGLE WIFI6E｝/ATX/2.5G+無線/註四年/8+2+2相
4990	235		｛微星 MPG B650I EDGE WIFI｝Mini-ITX/2.5G+無線/註五年/8+2+1相
2690	236		｛微星 PRO B650M-B｝M-ATX/2.5G/註四年/2DIMM/6+2+1相
3690	237		｛微星 B650M BOMBER WIFI｝M-ATX/R2.5G+無線/註五年/2DIMM/6+2+1相
3790	238		｛微星 B650M GAMING WIFI｝M-ATX/R2.5G+無線/註五年/2DIMM/6+2+1相
4390	239		｛微星 B650M GAMING PLUS WIFI｝M-ATX/2.5G+無線/註五年/10+2+1相
4290	240		｛微星 PRO B650-S WIFI｝/ATX/LAN2.5G+AMD 無線/註五年)12+2+1相
